Rank,Song,Artist,Year,Lyrics,Source,Label,Ownership
16,miss you,the rolling stones,1978,ive been holding out so long ive been sleeping all alone lord i miss you ive been hanging on the phone ive been sleeping all alone i want to kiss you well ive been haunted in my sleep youve been starring in my dreams lord i miss you ive been waiting in the hall been waiting on your call when the phone rings its just some friends of mine that say hey whats the matter man were gonna come around at twelve with some puerto rican girls thats just dyin to meet you were gonna bring a case of wine hey lets go mess and fool around you know like we used to oh everybody waits so long oh baby why you wait so long wont you come home come home ive been walking central park singing after dark people think im crazy stumbling on my feet shuffling through the street ask me people whats the matter with you boy sometimes i want to say to myself sometimes i say i wont miss you child i guess im lying to myself its just you and no one else lord i wont keep you child youve been blotting out my mind fooling on my time no i wont miss you baby yeah lord i miss you child lord i miss you child lord i miss you child,3,Romantic,Anusha
17,just the way you are,billy joel,1978,dont go changing to try and please me you never let me down before dont imagine youre too familiar and i dont see you anymore i wouldnt leave you in times of trouble we never could have come this far i took the good times ill take the bad times ill take you just the way you aredont go trying some new fashion dont change the color of your hair you always have my unspoken passion although i might not seem to care i dont want clever conversation i never want to work that hard i just want someone that i can talk to i want you just the way you are i need to know that you will always be the same old someone that i knew what will it take till you believe in me the way that i believe in you i said i love you and thats forever and this i promise from the heart i could not love you any better i love you just the way you are,1,Romantic,Anusha
18,with a little luck,wings,1978,with a little luck we can help it out we can make this whole damn thing work out with a little love we can lay it down cant you feel the town exploding there is no end to what we can do together together there is no end there is no end  there is no end the willow turns his back on inclement weather and if he can do it we can do it just me and you and a little luck we can clear it up we can bring it in for a landing with a little luck we can turn it on there can be no misunderstanding there is no end to what we can do together together there is no end there is no end there is no end the willow turns his back on inclement weather we can do it just me and you with a little push we could set it off we can send it rocketing skywards with a little love we could shake it up dont you feel the comet exploding with a little luck with a little luck with a little luck a little luck a little luck with a little luck with a little luck with a little luck we can help it out with a little luck a little luck a little luck we can make this whole damn thing work out with a little luck with a little luck with a little love we can lay it down with a little luck a little luck a little luckcant you feel the town exploding with a little luck with a little luck with a little luck baby with a little luck a little luck a little luck we could set it off send it rocketing skywards with a little luck with a little luck with a little luck we could shake it up oh yeah yeah with a little luck a little luck a little luckwith a little luck we can help it out we can make this whole damn thing work out with a little luck with a little luck with a little love we can lay it down with a little luck a little luck a little luck cant you feel the town exploding with a little luck with a little luck with a little push we could set it off with a little luck a little luck a little luck we can send it rocketing skywards with a little luck with a little luck with a little love we could shake it up with a little luck a little luck a little luck dont you feel the comet exploding woh oh woo,1,Romantic,Anusha
22,hot child in the city,nick gilder,1978,danger in the shape of somethin wild stranger dressed in black shes a hungry child no one knows who she is or what her name is i dont know where she came from or what her game is hot child in the city hot child in the city runnin wild and lookin pretty hot child in the city so young to be loose and on her own young boys they all want to take her home when she goes downtown the boys all stop and stare when she goes downtown she walks like she just dont care hot child in the city hot child in the city runnin wild and lookin pretty hot child in the city come on down to my place baby well talk about love come on down to my place woman well make love hot child in the city hot child in the city runnin wild and lookin pretty hot child in the cityhot child in the city hot child in the city runnin wild and lookin pretty hot child in the city hot child in the city,1,Romantic,Anusha
27,cant smile without you,barry manilow,1978,you know i cant smile without you i cant smile without you i cant laugh and i cant sing im finding it hard to do anything you see i feel sad when youre sad i feel glad when youre glad if you only knew what im going through i just cant smile without you you came along just like a song and brighten my day who would have believed that you where part of a dream now it all seems light years away and now you know i cant smile without you i cant smile without you i cant laugh and i cant sing im finding it hard to do anything you see i feel sad when your sad i feel glad when youre glad if you only knew what im going through i just cant smile now some people say happiness takes so very long to find well im finding it hard leaving your love behind me,1,Romantic,Anusha
32,take a chance on me,abba,1978,if you change your mind im the first in line honey im still free take a chance on me if you need me let me know gonna be around if youve got no place to go if youre feeling down if youre all alone when the pretty birds have flown honey im still free take a chance on me gonna do my very best and it aint no lie if you put me to the test if you let me try take a chance on me thats all i ask of you honey take a chance on me we can go dancing we can go walking as long as were together listen to some music maybe just talking get to know you better cause you know ive got so much that i wanna do when i dream im alone with you its magic you want me to leave it there afraid of a love affair but i think you know that i cant let go if you change your mind im the first in line honey im still free take a chance on me if you need me let me know gonna be around if youve got no place to go if youre feeling down if youre all alone when the pretty birds have flown honey im still free take a chance on me gonna do my very best and it aint no lie if you put me to the test if you let me try take a chance on me come on give me a break will you take a chance on me oh you can take your time baby im in no hurry know im gonna get you you dont wanna hurt me baby dont worry i aint gonna let you let me tell you now my love is strong enough to last when things are rough its magic you say that i waste my time but i cant get you off my mind no i cant let go cause i love you so if you change your mind im the first in line honey im still free take a chance on me if you need me let me know gonna be around if youve got no place to go if youre feeling down if youre all alone when the pretty birds have flown honey im still free take a chance on me gonna do my very best baby cant you see gotta put me to the test take a chance on me take a chance take a chance take a chance on me ba ba ba ba baa ba ba ba ba baa honey im still free take a chance on me gonna do my very best baby cant you see gotta put me to the test take a chance on me take a chance take a chance take a chance on me ba ba ba ba baa ba ba ba ba baa baba honey im still free take a chance on me gonna do my very best baby cant you see gotta put me to the test take a chance on me,1,Romantic,Anusha
33,sometimes when we touch,dan hill,1978,you ask me if i love you and i choke on my reply id rather hurt you honestly than mislead you with a liefor who am i to judge you in what you say or do im only just beginning to see the real you chorus and sometimes when we touch the honestys too much and i have to close my eyes and hide i want to hold you till i die till we both break down and cry i want to hold you till the fear in me subsides romance and all its strategy leaves me battling with my pride but through the insecurity some tenderness survives im just another writer still trapped within my truth a hesitant prize fighter still trapped within my youth chorus at times id like to break you and drive you to your knees at times id like to break through and hold you endlessly at times i understand you and i know how hard you try ive watched while love commands you and ive watched love pass you by at times i think were drifters still searching for a friend a brother or a sister but then the passion flares againchorus,1,Romantic,Anusha
82,i never cry,alice cooper,1977,if theres a tear on my face it makes me shiver to the bones it shakes me babe its just a heartache that got caught in my eye and you know i never cry i never cry sometimes i drink more than i need until the tvs dead and gone i may be lonely but im never alone and the night may pass me by but ill never cry take away take away my eyes sometimes id rather be blind break a heart break a heart of stone open it up but dont you leave it alone cause thats all ive got to give you believe me babe it aint been used my hearts a virgin it aint never been tried and you know i never cry and you know i never cry and you know you know you know you know that i never cry i never cry break a heart break a heart of stone open it up but dont you leave it alone cause thats all ive got to give to you believe me babe it aint been used my hearts a virgin it aint never been tried and you know i never cry i never cry,1,Heartbreak,Anusha
94,go your own way,fleetwood mac,1977,loving you isnt the right thing to do how can i ever change things that i feel if i could maybe id give you my world how can i when you wont take it from me you can go your own way go your own way you can call it another lonely day you can go your own way go your own way tell me why everything turned around packing up shacking up is all you want to do if i could baby id give you my world open up everythings waiting for you you can go your own way go your own way you can call it another lonely day you can go your own way go your own wayyou can go your own way go your own way you can call it another lonely day another lonely day you can go your own way go your own way you can call it another lonely dayyou can go your own way you can call it another lonely day you can go your own way,1,Heartbreak,Anusha
95,sorry seems to be the hardest word,elton john,1977,what have i got to do to make you love me what have i got to do to make you care what do i do when lightning strikes me and i wake to find that youre not therewhat have i got to do to make you want me what have i got to do to be heard what do i say when its all over and sorry seems to be the hardest word its sad so sad so sad its a sad sad situation and its getting more and more absurd its sad so sad so sad why cant we talk it over oh it seems to me that sorry seems to be the hardest word its sad so sad so sad its a sad sad situation and its getting more and more absurd its sad so sad so sad why cant we talk it over oh it seems to me that sorry seems to be the hardest word,1,Heartbreak,Anusha
97,knowing me knowing you,abba,1977,no more carefree laughter silence ever after walking through an empty house tears in my eyes here is where the story ends this is goodbye knowing me knowing you there is nothing we can do knowing me knowing you we just have to face it this time were throughbreaking up is never easy i know but i have to go knowing me knowing you its the best i can do memories good days bad days theyll be with me always in these old familiar rooms children would play now theres only emptiness nothing to sayknowing me knowing you there is nothing we can do knowing me knowing you we just have to face it this time were through breaking up is never easy i know but i have to go knowing me knowing you its the best i can do knowing me knowing you there is nothing we can do knowing me knowing you we just have to face it this time were through breaking up is never easy i know but i have to go knowing me knowing you its the best i can do,1,Heartbreak,Anusha
7,baby come back,player,1978,spending all my nights all my money going out on the town doing anything just to get you off of my mind but when the morning comes im right back where i started again trying to forget you is just a waste of time baby come back any kind of fool could see there was something in everything about you baby come back you can blame it all on me i was wrong and i just cant live without youall day long wearing a mask of false bravado trying to keep up the smile that hides a tear but as the sun goes down i get that empty feeling again how i wish to god that you were herebaby come back any kind of fool could see there was something in everything about you baby come back you can blame it all on me i was wrong and i just cant live without younow that i put it all together give me the chance to make you see have you used up all the love in your heart nothing left for me aint there nothing left for me baby come back any kind of fool could see there was something in everything about you baby come back listen you can blame it all on me i was wrong and i just cant live without youi was wrong and i just cant live,1,Heartbreak,Anusha
19,if i cant have you,yvonne elliman,1978,dont know why im surviving every lonely day when theres got to be no chance for me my life would end and it doesnt matter how i cry my tears of love are a waste of time if i turn away am i strong enough to see it through go crazy is what i will do  if i cant have you i dont want nobody baby if i cant have you ah ah i cant have you i dont want nobody baby if i cant have you ah ahcant let go and it doesnt matter how i try i gave it all so easily to you my love to dreams that never will come true am i strong enough to see it through go crazy is what i will do repeat  till fade,1,Heartbreak,Anusha
24,its a heartache,bonnie tyler,1978,its a heartache nothing but a heartache hits you when its too late hits you when youre down its a fools game nothing but a fools game standing in the cold rain feeling like a clownits a heartache nothing but a heartache love him till your arms break then hell let you down it aint right with love to share when you find he doesnt care for you it aint wise to need someone as much as i depended on you oh its heartache nothing but a heartache hits you when its too late hits you when youre down its a fools game nothing but a fools game standing in the cold rain feeling like a clownit aint right with love to share when you find he doesnt care for you it aint wise to need someone as much as i depended on you,1,Heartbreak,Anusha
28,too much too little too late,johnny mathis  deniece williams,1978,guess its over call it a day sorry that it had to end this way no reason to pretend we knew it had to end some day this way yes its over the kids are gone whats the use of tryin to hang on somewhere we lost the key so little left for you and me and its clear to see too much too little too late to lie again with you too much too little too late to try again with you were in the middle of ending something that we knew its over oh it was over too much too little too late to ever try again too much too little too late lets end it being friends too much too little too late we knew it had to end ah its over its over yes its over the chips are down whoa nearly all our bridges tumbled down whatever chance we try lets face it widened eye its over its over its over too much too little too late to ever try again too much too little too late lets end it being friends too much too little too late we knew it had to end and its over and its over and its over too much too little too late to ever try again too much too little too late lets end it being friends,3,Heartbreak,Anusha
30,two out of three aint bad,meat loaf,1978,baby we can talk all night but that aint gettin us nowhere i told you everything i possibly can theres nothing left inside of here and maybe you can cry all night but thatll never change the way i feel the snow is really piling up outside i wish you wouldnt make me leave here i poured it on and i poured it out i tried to show you just how much i care im tired of words and im too hoarse to shout but youve been cold to me so long im crying icicles instead of tears and all i can do is keep on telling you i want you i need you but there aint no way im ever gonna love you now dont be sad cause two out of three aint bad now dont be sad cause two out of three aint bad youll never find your gold on a sandy beach youll never drill for oil on a city street i know youre looking for a ruby in a mountain of rocks but there aint no coup de ville hiding at the bottom of a cracker jack box i cant lie i cant tell you that im something im not no matter how i try ill never be able to give you something something that i just havent got theres only one girl ill ever love and that was so many years ago and though i know ill never get her out of my heart she never loved me back oh i knowi remember how she left me on a stormy night she kissed me and got out of our bed and though i pleaded and i begged her not to walk out that door she packed her bags and turned right awayand she kept on telling me she kept on telling me she kept on telling me i want you i need you but there aint no way im ever gonna love you now dont be sad cause two out of three aint bad i want you i need you but there aint no way im ever gonna love you now dont be sad cause two out of three aint bad baby we can talk all night but that aint getting us nowhere,1,Heartbreak,Anusha
31,jack and jill,raydio,1978,raydio miscellaneous jack and jill jack wanting someone to feel sat upon a hill and waited all day for jill jill always away from home never bothering to phone always leaving poor jack alone chorus why do you think jack snuck down the hill he needed love love he couldnt get from jill  jack like little red riding hood always tryin to do good waited as long as he could  jill is it right or wrong for jack to carry on if you leave him home to long sing chorus,3,Heartbreak,Anusha
35,hopelessly devoted to you,olivia newtonjohn,1978,guess mine is not the first heart guess mine is not the first heart broken my eyes are not the first to cry im not the first to know theres just no getting over youyou know im just a fool whos willing to sit around and wait for you but baby cant you see theres nothing else for me to do im hopelessly devoted to youbut now theres no way to hide since you pushed my love aside im outta my head hopelessly devoted to you hopelessly devoted to you hopelessly devoted to you my head is saying fool forget him my heart is saying dont let go hold on to the end thats what i intend to do im hopelessly devoted to you,1,Heartbreak,Anusha
44,love will find a way,pablo cruise,1978,someone someones done you wrong you thought that your love was strong now youre feelin like such a fool youre thinkin maybe if you said goodbye youll understand the reason why the love you had felt so cruel um hm oh but its all right once you get past the pain youll learn to find your love again so keep your heart open cause love will find a waysometimes we all feel a need to change our love we have to rearrange and move on to something new yes you do your dreams feel like theyre fallin apart you need to find a brand new start but youre almost afraid to be true to yourself oh but its all right once you get past the pain youll learn to find your love again so keep your heart open cause love will find a way love will find a way love will find a way so now dont dont be afraid of yourself just move on to something else and let your love shine through again yes cause its all right once you get past the pain youll learn to find your love again so keep your heart open cause love will find a way oh but its all right once you get past the pain youll learn to find your love again so keep your heart open cause love will find a way,1,Heartbreak,Anusha
45,an everlasting love,andy gibb,1978,ive been here all your life watching your crying game you were the heaven in my lonely world and he was your sun and your rain i was losing you before i ever held you tight before you ever held me in your arms and i wont make you blue and maybe an everlasting love will doive got an everlasting love so tall so wide so high above the rumble of thunder down below its your love i need its the only show and its you on an everlasting dream can take us anywhere are the tears of yesterday we killed the pain we blew away the memories of the tears we cried and an everlasting love will never dietake me out of the cold give me what ive waited for if its the pleasure of taking my heart that you need then it only makes me love you more i was yours before the stars were born and you were mine i could have saved you all the pain you knew and i wont make you cry and maybe an everlasting love can tryive got an everlasting love so tall so wide so high above the rumble of thunder down below its your love i need its the only show and its you on an everlasting dream can take us anywhere are the tears of yesterday we killed the pain we blew away the memories of the tears we cried and an everlasting love will never die repeat,1,Heartbreak,Anusha
47,goodbye girl,david gates,1978,all your life youve waited for love to come and stay and now that i have found you you must not slip awayi know its hard believing the words youve heard before but darlin you must trust them just once morecause baby goodbye doesnt mean forever let me tell you goodbye doesnt mean well never be together again if you wake up and im not there i wont be long away cause the things you do my goodbye girl will bring me back to you i know youve been taken afraid to hurt again you fight the love you feel for me instead of givin in but i can wait forever for helpin you to see that i was meant for you and you for me so remember goodbye doesnt mean forever let me tell you goodbye doesnt mean well never be together again though we may be so far apart you still would have my heart so forget your past my goodbye girl cause now youre home at last,1,Heartbreak,Anusha
